"","country","ccode","year","tier","minstand","efforts","TRAFFICKING_FLOWS","source","source_order","transit","transit_order","destination","destination_order","internal","TRAFFICKING_TYPES","psource","ptransit","pdest","pinternal","lsource","ltransit","ldest","linternal","dsource","dtransit","ddest","dinternal","dssource","dstransit","dsdest","dsinternal","cpsource","cptransit","cpdest","cpinternal","clsource","cltransit","cldest","clinternal","cssource","cstransit","csdest","csinternal","PROSECUTION","domesticlaws","enforcement","convictinfo","prosnum","PROTECTION","protectprogress","victimid","victimservices","victimpunish","PREVENTION","preventprogress","INTERNATIONAL_LAWS","UNP_sign","UNP_rat","ILO182","ILO29","ILO105","CEDAW_sign","CEDAW_rat","UNCRC_sign","UNCRC_rat","conflict_sign","conflict_rat"
"1339","Taiwan",713,2003,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,122,NA,0,0,1,0,NA,2,NA,"","",NA,NA,NA,"","","","","",""
"1340","Taiwan",713,2004,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,32,NA,1,0,1,0,NA,2,NA,"","",NA,NA,NA,"","","","","",""
"1341","Taiwan",713,2005,2,-1,1,NA,1,2,0,0,1,1,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,2,1,150,NA,1,1,1,0,NA,0,NA,"","",NA,NA,NA,"","","","","",""
"1342","Taiwan",713,2006,2,-1,1,NA,0,0,0,0,1,1,1,NA,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,1,2,1,9,NA,-1,0,1,1,NA,2,NA,"","",NA,NA,NA,"","","","","",""
"1343","Taiwan",713,2007,2,-1,1,NA,0,0,0,0,1,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,0,NA,NA,-1,-1,0,1,NA,2,NA,"","",NA,NA,NA,"","","","","",""
"1344","Taiwan",713,2008,2,-1,1,NA,1,2,0,0,1,1,0,NA,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,423,NA,-1,1,0,1,NA,2,NA,"","",NA,NA,NA,"","","","","",""
"1345","Taiwan",713,2009,2,-1,1,NA,1,2,1,3,1,1,0,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,481,NA,1,1,-1,-1,NA,2,NA,"","",NA,NA,NA,"","","","","",""
"1346","Taiwan",713,2010,1,1,1,NA,1,2,1,3,1,1,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,NA,1,2,1,57,NA,1,1,0,0,NA,2,NA,"","",NA,NA,NA,"","","","","",""
"1347","Taiwan",713,2011,1,1,2,NA,1,2,1,3,1,1,0,NA,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,NA,1,2,-1,264,NA,1,1,1,0,NA,2,NA,"","",NA,NA,NA,"","","","","",""
"1348","Korea, South",730,2001,3,-1,-1,NA,1,1,1,2,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,NA,-1,0,-1,0,NA,-1,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1349","Korea, South",730,2002,1,1,1,NA,1,1,1,2,1,3,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,0,100,NA,1,0,-1,0,NA,2,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1350","Korea, South",730,2003,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,90,NA,1,0,1,-1,NA,2,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1351","Korea, South",730,2004,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,119,NA,1,0,1,0,NA,2,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1352","Korea, South",730,2005,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,71,NA,1,0,1,0,NA,2,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1353","Korea, South",730,2006,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,27,NA,1,0,1,0,NA,2,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1354","Korea, South",730,2007,1,1,1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,1,36,NA,1,0,1,-1,NA,2,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1355","Korea, South",730,2008,1,1,1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,1,52,NA,1,0,1,-1,NA,2,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1356","Korea, South",730,2009,1,1,1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,1,31,NA,1,-1,1,-1,NA,2,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1357","Korea, South",730,2010,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,17,NA,1,-1,1,1,NA,1,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1358","Korea, South",730,2011,1,1,2,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,1,117,NA,1,-1,1,1,NA,1,NA,"13 Dec 2000Ê","",2001-03-29,NA,NA,"25 May 1983Ê","27 Dec 1984Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê","Ê6 Sep 2000Ê","24 Sep 2004Ê"
"1359","Korea, North",731,2003,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-1,0,0,0,NA,-1,0,0,0,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1360","Korea, North",731,2004,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,-1,0,0,0,NA,-1,0,0,0,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1361","Korea, North",731,2005,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,0,NA,-1,0,0,0,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1362","Korea, North",731,2006,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,0,NA,-1,0,0,0,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1363","Korea, North",731,2007,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,-1,-1,0,0,NA,-1,0,0,0,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1364","Korea, North",731,2008,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,1,-1,-1,0,NA,-1,0,0,1,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1365","Korea, North",731,2009,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,NA,1,-1,-1,0,NA,-1,-1,-1,1,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1366","Korea, North",731,2010,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,NA,1,-1,-1,0,NA,-1,-1,-1,1,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1367","Korea, North",731,2011,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,NA,1,-1,-1,0,NA,-1,-1,-1,1,NA,-1,NA,"","",NA,NA,NA,"","27 Feb 2001 a","","","",""
"1368","Japan",740,2001,2,-1,1,NA,0,0,1,2,1,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,0,0,-1,1,NA,0,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1369","Japan",740,2002,2,-1,1,NA,0,0,0,0,1,1,1,NA,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,0,0,1,1,NA,1,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1370","Japan",740,2003,2,-1,1,NA,0,0,0,0,1,1,1,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,-1,0,0,1,NA,2,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1371","Japan",740,2004,2,-1,1,NA,0,0,0,0,1,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,36,NA,1,0,1,1,NA,2,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1372","Japan",740,2005,2,-1,1,NA,1,1,0,0,1,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,2,1,48,NA,1,0,1,-1,NA,2,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1373","Japan",740,2006,2,-1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,2,1,75,NA,1,1,1,0,NA,2,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1374","Japan",740,2007,2,-1,1,NA,0,0,1,2,1,1,1,NA,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,1,2,1,17,NA,-1,0,1,0,NA,2,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1375","Japan",740,2008,2,-1,1,NA,0,0,1,2,1,1,1,NA,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,NA,1,1,1,11,NA,1,-1,1,0,NA,2,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1376","Japan",740,2009,2,-1,1,NA,0,0,1,2,1,1,1,NA,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,NA,1,1,1,29,NA,-1,-1,1,0,NA,2,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1377","Japan",740,2010,2,-1,1,NA,1,2,1,3,1,1,1,NA,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,NA,1,1,-1,NA,NA,-1,-1,1,0,NA,1,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1378","Japan",740,2011,2,-1,2,NA,1,2,1,3,1,1,0,NA,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,NA,1,1,1,14,NA,1,-1,1,1,NA,1,NA,"Ê9 Dec 2002Ê","",2001-06-18,1932-11-21,NA,"17 Jul 1980Ê","25 Jun 1985Ê","10 May 2002Ê","24 Jan 2005Ê","10 May 2002Ê","Ê2 Aug 2004Ê"
"1379","India",750,2001,2,-1,1,NA,1,1,1,2,1,3,1,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,1,1,0,NA,NA,1,0,1,1,NA,0,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1380","India",750,2002,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,NA,1,1,0,NA,NA,1,0,1,0,NA,2,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1381","India",750,2003,2,-1,1,NA,1,1,1,2,1,3,1,NA,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,NA,1,2,1,48,NA,1,0,1,0,NA,2,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1382","India",750,2004,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,NA,1,2,1,2504,NA,1,0,1,1,NA,2,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1383","India",750,2005,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,NA,1,1,1,2253,NA,1,0,1,0,NA,2,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1384","India",750,2006,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,2,1,-1,NA,NA,1,0,1,0,NA,1,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1385","India",750,2007,2,-1,1,NA,1,1,1,3,1,2,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,1,1,1,27,NA,-1,-1,1,1,NA,1,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1386","India",750,2008,2,-1,1,NA,1,1,1,3,1,2,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,2,1,1,807,NA,-1,-1,1,1,NA,1,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1387","India",750,2009,2,-1,1,NA,1,1,1,3,1,2,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,2,1,1,42,NA,1,-1,1,1,NA,1,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1388","India",750,2010,2,-1,1,NA,1,1,1,3,1,2,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,1,1,1,145,NA,1,-1,1,1,NA,1,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1389","India",750,2011,2,-1,2,NA,1,1,1,3,1,2,1,NA,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,1,1,1,430,NA,1,-1,1,1,NA,1,NA,"12 Dec 2002Ê","Ê5 May 2011Ê",NA,1954-11-30,2000-05-18,"30 Jul 1980Ê","Ê9 Jul 1993Ê","15 Nov 2004Ê","16 Aug 2005Ê","15 Nov 2004Ê","30 Nov 2005Ê"
"1390","Pakistan",770,2001,3,-1,-1,NA,1,1,1,2,1,3,1,NA,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,NA,1,0,0,NA,NA,-1,0,-1,0,NA,0,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1391","Pakistan",770,2002,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,NA,1,1,0,NA,NA,1,0,1,1,NA,2,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1392","Pakistan",770,2003,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,NA,1,2,1,NA,NA,1,0,1,1,NA,1,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1393","Pakistan",770,2004,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,NA,1,2,1,60,NA,0,0,-1,1,NA,-1,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1394","Pakistan",770,2005,2,-1,1,NA,1,1,1,2,1,3,1,NA,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,1,2,1,89,NA,1,0,1,0,NA,2,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1395","Pakistan",770,2006,2,-1,1,NA,1,1,1,3,1,2,0,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,1,1,1,448,NA,1,1,1,1,NA,2,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1396","Pakistan",770,2007,2,-1,1,NA,1,1,1,3,1,2,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,2,1,1,65,NA,1,1,1,1,NA,1,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1397","Pakistan",770,2008,2,-1,1,NA,1,1,1,3,1,2,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,1,-1,1,52,NA,-1,-1,-1,1,NA,1,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1398","Pakistan",770,2009,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,1,-1,1,28,NA,-1,-1,-1,1,NA,1,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1399","Pakistan",770,2010,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,1,1,1,2894,NA,1,-1,1,-1,NA,2,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1400","Pakistan",770,2011,2,-1,2,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,NA,1,1,1,310,NA,1,-1,1,-1,NA,1,NA,"","",2001-10-11,1957-12-23,1960-02-15,"","12 Mar 1996 a","26 Sep 2001Ê","Ê5 Jul 2011Ê","26 Sep 2001Ê",""
"1401","Bangladesh",771,2001,2,-1,1,NA,1,1,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,3,NA,-1,0,-1,-1,NA,1,NA,"","",2001-03-12,1972-06-22,1972-06-22,"","23 Jun 2011 a","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê"
"1402","Bangladesh",771,2002,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,0,NA,1,0,-1,-1,NA,1,NA,"","",2001-03-12,1972-06-22,1972-06-22,"","23 Jun 2011 a","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê"
"1403","Bangladesh",771,2003,2,-1,1,NA,1,1,1,2,0,0,1,NA,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,NA,1,1,-1,30,NA,1,0,-1,-1,NA,1,NA,"","",2001-03-12,1972-06-22,1972-06-22,"","23 Jun 2011 a","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê","Ê6 Sep 2000Ê"
